2019-10-31T15:56:00.000000	da:a1:19:de:ff:86	0	0	0	-67	-67
2019-10-31T15:56:00.000000	4c:ed:fb:b6:0b:4b	-59	-59	-59	0	0
2019-10-31T15:56:00.000000	54:27:1e:92:21:07	-75	-75	-75	-59	-59
2019-10-31T15:56:00.000000	60:03:08:98:75:6c	-73	-73	-73	-65	-65
2019-10-31T15:56:00.000000	88:e9:fe:81:c9:95	-65	-65	-65	0	0
2019-10-31T15:56:00.000000	a8:9c:ed:81:96:9c	-71	-71	-71	0	0
2019-10-31T15:56:00.000000	92:b2:ce:04:ef:62	0	0	0	-51	-51
2019-10-31T15:56:00.000000	da:a1:19:5f:5f:9c	-65	-65	-65	-57	-57
2019-10-31T15:56:00.000000	46:26:df:0a:7d:af	-65	-65	-65	0	0
2019-10-31T15:56:00.000000	38:f9:d3:67:fa:20	-69	-69	-69	-53	-53
2019-10-31T15:56:00.000000	36:94:36:b5:8b:4f	-73	-73	-73	0	0
2019-10-31T15:56:00.000000	48:bf:6b:f1:28:f6	0	0	0	-67	-67
2019-10-31T15:56:00.000000	f4:8c:50:eb:af:55	0	0	0	-67	-67
2019-10-31T15:56:00.000000	ae:4d:fb:48:be:81	0	0	0	-63	-63
2019-10-31T15:56:00.000000	40:9c:28:7f:3e:0b	-71	-71	-71	0	0
2019-10-31T15:56:00.000000	bc:fe:d9:90:ce:81	0	0	0	-73	-73
2019-10-31T15:56:00.000000	10:cd:b6:03:d2:51	-65	-65	-65	-73	-73
2019-10-31T15:56:00.000000	dc:08:0f:85:9e:91	0	0	0	-69	-69
2019-10-31T15:56:00.000000	28:56:5a:2a:e3:c3	-79	-79	-79	-51	-51
2019-10-31T15:56:00.000000	bc:a9:20:f2:52:6d	-63	-63	-63	0	0
2019-10-31T15:56:00.000000	f0:c3:71:18:17:73	-81	-81	-81	0	0
2019-10-31T15:56:00.000000	18:f1:d8:9c:ee:13	-67	-67	-67	0	0
2019-10-31T15:56:00.000000	b0:35:9f:66:ff:80	-67	-67	-67	0	0
2019-10-31T15:56:00.000000	06:3a:01:48:92:8a	-71	-71	-71	0	0
2019-10-31T15:56:00.000000	7e:de:d4:d9:83:e1	0	0	0	-73	-73
2019-10-31T15:56:00.000000	12:1c:79:0f:db:2f	-61	-61	-61	0	0
2019-10-31T15:56:00.000000	7c:a1:ae:06:bb:7d	-81	-81	-81	0	0
2019-10-31T15:56:00.000000	aa:0a:b4:0b:ab:4e	-73	-73	-73	-63	-63
2019-10-31T15:56:00.000000	4a:0c:cb:d4:d0:69	0	0	0	-53	-53
2019-10-31T15:56:00.000000	44:1c:a8:e2:69:09	-77	-77	-77	0	0
2019-10-31T15:56:00.000000	ac:88:fd:67:dd:23	0	0	0	-77	-77
2019-10-31T15:56:00.000000	d4:61:da:3e:f0:7f	0	0	0	-69	-69
2019-10-31T15:56:00.000000	66:18:43:d4:e6:b4	-41	-41	-41	-67	-67
2019-10-31T15:56:00.000000	d4:4d:a4:0a:99:9c	-73	-73	-73	-67	-67
2019-10-31T15:56:00.000000	00:5b:94:38:4a:74	0	0	0	-61	-61
2019-10-31T15:56:00.000000	88:64:40:67:52:7a	0	0	0	-55	-55
2019-10-31T15:56:00.000000	68:fe:f7:ec:b3:34	-73	-73	-73	0	0
2019-10-31T15:56:00.000000	02:26:b5:b9:7c:53	0	0	0	-59	-59
2019-10-31T15:56:00.000000	02:18:9f:ea:15:60	0	0	0	-65	-65
2019-10-31T15:56:00.000000	f8:59:71:c2:37:51	-57	-57	-57	0	0
2019-10-31T15:56:00.000000	30:35:ad:bf:f9:08	-71	-71	-71	-67	-67
2019-10-31T15:56:00.000000	12:5d:59:a0:77:f3	0	0	0	-73	-73
2019-10-31T15:56:00.000000	68:fe:f7:e9:cb:02	0	0	0	-67	-67
2019-10-31T15:56:00.000000	8c:85:90:99:59:4f	-77	-77	-77	0	0
2019-10-31T15:56:00.000000	a2:78:b7:f3:ba:c7	-67	-67	-67	0	0
2019-10-31T15:56:00.000000	f0:18:98:6b:1c:ba	0	0	0	-63	-63
2019-10-31T15:56:00.000000	b8:ee:65:e7:a7:25	-73	-73	-73	-41	-41
2019-10-31T15:56:00.000000	58:40:4e:16:6f:e8	-73	-73	-73	-77	-77
2019-10-31T15:56:00.000000	18:3d:a2:28:b4:40	0	0	0	-49	-49
