time,MAC address,pi1,pi2,pi3,pi4,pi5,x,y,floor
2020-02-21 15:12:01.113292,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-33,-150,-150,133,31,1
2020-02-21 15:12:08.465565,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-57,-150,-57,145,55,1
2020-02-21 15:12:12.450667,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-69,-33,-69,-59,127,13,1
2020-02-21 15:12:39.436574,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-61,-150,-59,-150,147,58,1
2020-02-21 15:12:50.287941,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-65,-33,-65,-150,132,15,1
2020-02-21 15:12:50.712448,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-71,-150,-150,-150,-150,150,61,1
2020-02-21 15:13:19.238126,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-33,-57,-59,136,28,1
2020-02-21 15:13:39.671566,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-73,-150,-69,-150,135,27,1
2020-02-21 15:13:38.716806,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-61,-150,-61,-150,137,71,1
2020-02-21 15:13:52.158942,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-75,-150,-67,-150,131,22,1
2020-02-21 15:13:57.524956,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-59,-53,187,73,1
2020-02-21 15:14:04.768216,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-150,-35,-150,-65,134,30,1
2020-02-21 15:14:15.769422,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-150,-150,-59,151,61,1
2020-02-21 15:14:18.290047,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-150,-55,201,58,1
2020-02-21 15:14:26.720249,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-59,-150,-150,-150,134,56,1
2020-02-21 15:14:36.084291,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-150,-63,-150,-49,-150,191,43,1
2020-02-21 15:14:42.801346,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-67,-41,-67,-150,134,16,1
2020-02-21 15:14:49.812075,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-77,-63,-150,-61,-150,145,56,1
2020-02-21 15:14:50.519796,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-65,-150,-150,201,70,1
2020-02-21 15:15:03.042132,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-59,-150,-57,-150,161,62,1
2020-02-21 15:15:20.514725,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-39,-150,-150,128,18,1
2020-02-21 15:15:26.646845,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-63,-67,-61,-150,150,64,1
2020-02-21 15:15:32.190170,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-150,-35,-150,-150,128,12,1
2020-02-21 15:15:38.124180,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-150,-57,-150,149,56,1
2020-02-21 15:16:02.873338,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-61,-61,-59,-57,144,59,1
2020-02-21 15:16:10.744960,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-35,-150,-150,131,33,1
2020-02-21 15:16:14.756513,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-150,-59,-150,-49,-150,183,19,1
2020-02-21 15:16:49.668611,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-37,-67,-150,135,18,1
2020-02-21 15:16:50.811568,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-150,-150,-150,131,15,1
2020-02-21 15:17:25.553578,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-75,-33,-69,-63,133,31,1
2020-02-21 15:17:38.607986,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-150,-55,-150,144,73,1
2020-02-21 15:17:50.153207,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-150,-53,-150,140,59,1
2020-02-21 15:17:51.911735,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-35,-150,-150,133,31,1
2020-02-21 15:18:02.109013,60269c6d8e594270fd08781821746aedef231bc038a870ddb43a0c1d5a37c0fb,-150,-150,-61,-150,-150,157,35,1
2020-02-21 15:18:29.973000,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-35,-150,-150,128,21,1
2020-02-21 15:18:28.563341,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-65,-47,-59,142,57,1
2020-02-21 15:18:42.356124,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-41,-150,-150,132,35,1
2020-02-21 15:18:54.595556,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-41,-67,-150,127,23,1
2020-02-21 15:18:58.831434,04b470378552b5a9526893bbce7323e6efaf1970bfd763aadfa102f7f724d078,-150,-150,-150,-150,-47,99,30,1
2020-02-21 15:19:00.312225,f5568947c1cf06e5d86d62ab4cb1594e1736d9e752407a762ecadde008cf275d,-150,-67,-150,-150,-150,81,69,1
2020-02-21 15:19:03.966626,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-67,-47,-57,147,58,1
2020-02-21 15:19:15.759979,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-150,-150,153,64,1
2020-02-21 15:19:17.532311,3f1b1d1b9f3490477c6a4250e524f52a9893e3a7f1e13f228b55c0a949050f48,-67,-150,-63,-61,-47,99,50,1
2020-02-21 15:19:19.624990,5d315b8ae846cbf45e85070a055b00c046aac32073f538f5bdaf7d369259f395,-150,-75,-150,-150,-150,202,69,1
2020-02-21 15:19:28.746109,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-150,-150,-61,135,16,1
2020-02-21 15:19:39.363325,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-150,-49,-150,145,57,1
2020-02-21 15:19:46.776431,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-35,-150,-150,140,25,1
2020-02-21 15:19:55.833970,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-75,-35,-67,-61,135,18,1
2020-02-21 15:20:09.938384,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-79,-59,-150,-51,-150,207,30,1
2020-02-21 15:20:03.851668,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-77,-53,-61,-45,-150,150,62,1
2020-02-21 15:20:15.460274,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-47,-150,148,57,1
2020-02-21 15:20:18.463961,04b470378552b5a9526893bbce7323e6efaf1970bfd763aadfa102f7f724d078,-150,-63,-61,-150,-71,55,74,1
2020-02-21 15:20:22.032284,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-39,-150,-150,128,13,1
2020-02-21 15:20:34.407220,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-37,-150,-57,128,26,1
2020-02-21 15:20:46.168583,73400c1523c6a20aef3271d507c3bf9cf8a17ea39488e49a337fa6d8d24cc94d,-79,-150,-150,-150,-150,206,61,1
2020-02-21 15:20:41.336759,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-65,-150,-61,143,61,1
2020-02-21 15:21:01.490523,01249845bfc47ac89515c85cc7596b5d6c3ff33caeb47bcee8e2edd0cb46177c,-150,-77,-150,-73,-150,42,58,1
2020-02-21 15:21:06.426628,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-59,-150,-47,-150,147,55,1
2020-02-21 15:21:10.602832,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-35,-150,-150,132,20,1
2020-02-21 15:21:25.214104,d19e332adf3da4a28cc308ebf16a1781042713e7d63e767a9957992b886ce6d6,-150,-150,-71,-150,-150,60,31,1
2020-02-21 15:21:23.255670,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-73,-37,-150,-150,133,17,1
2020-02-21 15:21:23.847657,73400c1523c6a20aef3271d507c3bf9cf8a17ea39488e49a337fa6d8d24cc94d,-79,-150,-150,-150,-150,187,57,1
2020-02-21 15:21:27.443443,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-63,-47,-59,152,59,1
2020-02-21 15:22:02.432933,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-150,-39,-150,-150,137,24,1
2020-02-21 15:22:03.288892,19cae0e8a2a002292766573b2fe41efe11cc215ca4572d6b11abf99e993e089b,-67,-150,-150,-150,-150,180,54,1
2020-02-21 15:22:03.728789,f86f8d12d69254616e5e4e2b733837c86c106f171bd58b6dfa5757459e4c7dcc,-41,-150,-150,-150,-53,53,53,1
2020-02-21 15:22:18.328103,f72818c42dac4dac04a558151d2d9c0ba1e4954e8a2a501a3ec350fc051020d3,-150,-150,-79,-150,-150,187,55,1
2020-02-21 15:22:12.233485,f86f8d12d69254616e5e4e2b733837c86c106f171bd58b6dfa5757459e4c7dcc,-61,-150,-150,-150,-150,49,38,1
2020-02-21 15:22:27.696220,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-47,-150,151,59,1
2020-02-21 15:22:48.336406,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-150,-150,-59,131,12,1
2020-02-21 15:22:58.488924,f86f8d12d69254616e5e4e2b733837c86c106f171bd58b6dfa5757459e4c7dcc,-150,-150,-150,-71,-150,42,58,1
2020-02-21 15:23:02.893310,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-73,-75,-35,-69,-63,126,12,1
2020-02-21 15:23:04.028273,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-79,-55,-150,-47,-59,149,59,1
2020-02-21 15:23:15.403022,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-150,-35,-69,-63,141,27,1
2020-02-21 15:23:20.634435,49e8b8231d0a3299334f37e61c1db4662295c86b3061dda76f17fce894ea6529,-150,-67,-150,-73,-150,17,47,1
2020-02-21 15:23:27.518076,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-69,-47,-59,135,72,1
2020-02-21 15:23:39.061897,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-150,-47,-150,145,57,1
2020-02-21 15:24:08.658240,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-75,-59,-77,-51,-150,205,24,1
2020-02-21 15:24:03.618539,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-67,-47,-150,148,57,1
2020-02-21 15:24:08.978760,a028bf81bcefdcb175a9415405791529b9e562ff21c7348369c41f6ed3194b15,-150,-61,-150,-63,-65,70,31,1
2020-02-21 15:24:19.095989,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-69,-150,-150,-63,133,19,1
2020-02-21 15:24:14.946027,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-71,-59,-150,-51,-150,186,54,1
2020-02-21 15:24:15.094912,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-49,-150,148,58,1
2020-02-21 15:24:38.168711,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-150,-49,-150,143,58,1
2020-02-21 15:24:56.462322,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-37,-150,-61,139,30,1
2020-02-21 15:25:09.121301,a028bf81bcefdcb175a9415405791529b9e562ff21c7348369c41f6ed3194b15,-150,-67,-150,-150,-150,119,55,1
2020-02-21 15:25:10.666030,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-45,-150,-150,131,24,1
2020-02-21 15:25:10.331457,00fbd4c29032799eee0dcf8a2b232e5aae2ef15cae7fec3aa0b678986410a323,-150,-150,-31,-150,-150,125,18,1
2020-02-21 15:25:30.282960,4add80fe5645cd911d89b852136f1a77b2958a5dc75da86b3f8fe271b5f80405,-45,-150,-61,-150,-150,179,9,1
2020-02-21 15:25:35.175302,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-37,-150,-61,138,23,1
2020-02-21 15:25:38.262031,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-77,-57,-150,-53,-150,200,56,1
2020-02-21 15:25:38.724640,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-65,-51,-150,146,59,1
2020-02-21 15:25:46.363074,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-67,-37,-69,-57,135,18,1
2020-02-21 15:25:48.646086,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-63,-49,-150,152,58,1
2020-02-21 15:26:17.476536,1d56d451d69c13e87d6e59237c705e7ef12d8f730097e456579bfd369c02ca80,-69,-150,-150,-150,-150,183,58,1
2020-02-21 15:26:11.994888,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-39,-69,-150,137,25,1
2020-02-21 15:26:10.251861,3877ff37a6fbe5b9d027b814a653e24224038e0c8e7527941b0f52e4d8403e6c,-37,-150,-150,-150,-150,195,43,1
2020-02-21 15:26:13.910655,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-53,-59,142,69,1
2020-02-21 15:26:24.412814,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-71,-71,-35,-69,-59,122,25,1
2020-02-21 15:26:25.702292,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-150,-150,143,57,1
2020-02-21 15:26:27.240305,5a191bc40321d7d484f04832fde0b8a8da4b6befa3c85f95cfde8486dac8d473,-79,-150,-150,-150,-150,197,65,1
2020-02-21 15:26:36.144487,dce7f7c30219024ff79aa0088132c614b245d2a53e7c395d8f79560bcad86579,-150,-65,-67,-67,-57,174,69,1
2020-02-21 15:26:48.955738,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-150,-49,-150,125,69,1
2020-02-21 15:26:48.095173,45e3c94cb6cf6f042d2bae450f04891b767e92d3e704cc7785cef4afd5155f73,-150,-150,-150,-150,-45,77,51,1
2020-02-21 15:26:50.157905,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-73,-150,-150,-150,136,45,1
2020-02-21 15:26:50.574241,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-150,-150,-150,147,57,1
2020-02-21 15:27:04.707432,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-71,-35,-67,-65,137,25,1
2020-02-21 15:27:27.056660,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-150,-37,-67,-61,140,18,1
2020-02-21 15:27:25.900806,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-75,-55,-61,-49,-61,144,57,1
2020-02-21 15:27:23.551353,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-61,-150,-65,-150,-55,202,74,1
2020-02-21 15:27:29.814374,e5874c39a39d02581e49d3c3a5295798561449852d8390e1ced791acf3c70698,-150,-150,-150,-63,-150,145,51,1
2020-02-21 15:27:40.845697,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-37,-150,-150,137,20,1
2020-02-21 15:27:52.343690,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-35,-65,-63,142,21,1
2020-02-21 15:28:06.402720,5dbc897b24e40f42ef1c9c81383046dc4f2b428a3c33c611768048e4e417e9d2,-71,-150,-150,-150,-150,203,70,1
2020-02-21 15:28:02.321171,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-150,-47,-150,143,58,1
2020-02-21 15:28:10.062669,3877ff37a6fbe5b9d027b814a653e24224038e0c8e7527941b0f52e4d8403e6c,-39,-150,-61,-150,-150,209,12,1
2020-02-21 15:28:17.212446,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-81,-53,-59,-49,-57,146,58,1
2020-02-21 15:28:37.312143,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-61,-49,-61,145,60,1
2020-02-21 15:28:32.924141,4add80fe5645cd911d89b852136f1a77b2958a5dc75da86b3f8fe271b5f80405,-45,-150,-63,-73,-150,201,7,1
2020-02-21 15:28:37.123655,125eaffa108f93a917bb0a4eee36db77f0f53fba42b67532ad476989bc1168ef,-55,-65,-55,-53,-55,168,51,1
2020-02-21 15:28:45.590870,73400c1523c6a20aef3271d507c3bf9cf8a17ea39488e49a337fa6d8d24cc94d,-150,-150,-150,-85,-150,213,67,1
2020-02-21 15:28:56.956388,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-33,-150,-150,126,26,1
2020-02-21 15:29:19.974907,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-71,-150,-69,-59,131,16,1
2020-02-21 15:29:17.622039,73400c1523c6a20aef3271d507c3bf9cf8a17ea39488e49a337fa6d8d24cc94d,-150,-77,-150,-150,-150,205,61,1
2020-02-21 15:29:10.332328,3877ff37a6fbe5b9d027b814a653e24224038e0c8e7527941b0f52e4d8403e6c,-37,-150,-61,-150,-150,179,42,1
2020-02-21 15:29:17.676284,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-61,-51,-150,145,57,1
2020-02-21 15:29:37.831008,ae06ff2147ee2ba2571298f0b0e84112fd3511eafd185b88f6d069f08aa2ec18,-73,-150,-150,-150,-150,151,71,1
2020-02-21 15:29:37.548382,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-55,-150,-49,-150,144,59,1
2020-02-21 15:29:46.526516,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-73,-71,-31,-65,-59,135,20,1
2020-02-21 15:29:46.537084,884f38bdb494ba676dd41f9f229c89b78c47427d4e1f3f39c2e01f332c524029,-73,-150,-150,-150,-150,39,69,1
2020-02-21 15:30:14.759752,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-77,-53,-61,-51,-59,146,61,1
2020-02-21 15:30:18.804189,1d56d451d69c13e87d6e59237c705e7ef12d8f730097e456579bfd369c02ca80,-69,-150,-150,-150,-150,148,43,1
2020-02-21 15:30:11.034945,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-33,-150,-150,135,26,1
2020-02-21 15:30:22.709203,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-150,-33,-150,-150,131,16,1
2020-02-21 15:30:29.921186,72d6bdf9a688a530ab1abc9f7b13cbfe9d629f429d21f6da4d48b4a2e04f772b,-150,-150,-150,-150,-61,134,43,1
2020-02-21 15:30:36.786687,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-61,-49,-150,148,57,1
2020-02-21 15:30:47.972265,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-49,-150,149,56,1
2020-02-21 15:30:45.316815,884f38bdb494ba676dd41f9f229c89b78c47427d4e1f3f39c2e01f332c524029,-150,-150,-75,-77,-150,79,54,1
2020-02-21 15:30:57.800925,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-150,-150,-59,134,18,1
2020-02-21 15:31:18.733032,c4ed2ad6523f364b3287be330b5f18f7a1ba0873de27f4854cd1c58eb5abbe6f,-150,-150,-150,-81,-150,205,70,1
2020-02-21 15:31:12.778321,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-81,-53,-150,-51,-150,148,57,1
2020-02-21 15:31:26.469588,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-75,-33,-150,-57,126,13,1
2020-02-21 15:31:46.906351,1e98dab03c5347fb94d278ef9998327b3b98de0fd5e7a62c5085fa7e7b4c7466,-77,-150,-150,-67,-150,47,48,1
2020-02-21 15:31:55.157191,9d218add302819219e0ea69166dd26c8522861b023dcf57b0b3375eb0e6f1e31,-79,-150,-150,-150,-150,126,53,1
2020-02-21 15:31:56.248202,bf27b7cc8fc8b36f0febdab71c6f842c078ffd1991497e928e11a2e38f608924,-150,-71,-150,-77,-150,41,48,1
2020-02-21 15:32:02.205663,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-33,-67,-150,133,28,1
2020-02-21 15:32:01.110278,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-49,-63,-51,-150,148,59,1
2020-02-21 15:32:10.678435,31e82b8b95110979584ec7ae6bf4e1fa6687de85801174e3874df05be30de53b,-150,-150,-47,-150,-150,148,11,1
2020-02-21 15:32:26.956084,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-31,-69,-150,126,15,1
2020-02-21 15:32:21.803258,73400c1523c6a20aef3271d507c3bf9cf8a17ea39488e49a337fa6d8d24cc94d,-150,-150,-150,-77,-150,191,63,1
2020-02-21 15:32:26.659388,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-75,-57,-77,-150,-150,206,31,1
2020-02-21 15:32:24.610338,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-65,-150,-61,144,57,1
2020-02-21 15:32:25.546673,bf27b7cc8fc8b36f0febdab71c6f842c078ffd1991497e928e11a2e38f608924,-150,-61,-150,-150,-150,71,41,1
2020-02-21 15:32:30.266945,4add80fe5645cd911d89b852136f1a77b2958a5dc75da86b3f8fe271b5f80405,-47,-150,-67,-150,-150,180,42,1
2020-02-21 15:32:50.132132,8f292821f0235ff9498b3db4f5deca025ab1de42a145e118fb0d8ac0adedaf1c,-150,-150,-59,-150,-150,186,52,1
2020-02-21 15:32:51.917858,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-79,-150,-33,-67,-150,132,16,1
2020-02-21 15:32:59.858077,b6604853b3e59141fe6af35866f92fe69ecad3058bad0a6353b7a22d23d0256d,-150,-150,-63,-65,-43,162,38,1
2020-02-21 15:33:17.136135,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-77,-150,-150,-67,-57,136,24,1
2020-02-21 15:33:35.967602,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-79,-55,-150,-49,-150,150,59,1
2020-02-21 15:33:43.137245,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-33,-69,-150,134,17,1
2020-02-21 15:33:50.397158,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-65,-150,-150,144,56,1
2020-02-21 15:34:07.220265,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-33,-67,-61,126,15,1
2020-02-21 15:34:03.157693,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-63,-49,-53,153,58,1
2020-02-21 15:34:04.394679,72d6bdf9a688a530ab1abc9f7b13cbfe9d629f429d21f6da4d48b4a2e04f772b,-150,-67,-150,-57,-150,145,56,1
2020-02-21 15:34:16.837663,60269c6d8e594270fd08781821746aedef231bc038a870ddb43a0c1d5a37c0fb,-150,-150,-150,-150,-59,123,27,1
2020-02-21 15:34:20.188484,60269c6d8e594270fd08781821746aedef231bc038a870ddb43a0c1d5a37c0fb,-150,-150,-73,-150,-150,52,62,1
2020-02-21 15:34:42.993054,60269c6d8e594270fd08781821746aedef231bc038a870ddb43a0c1d5a37c0fb,-150,-150,-55,-150,-45,65,74,1
2020-02-21 15:34:46.078802,125eaffa108f93a917bb0a4eee36db77f0f53fba42b67532ad476989bc1168ef,-53,-150,-67,-61,-150,175,57,1
2020-02-21 15:34:55.067459,421ea9277937ace15860dc529f694752c45587b21a5ffc0d9b0c920cebd10fc4,-57,-150,-67,-75,-49,231,71,1
2020-02-21 15:34:51.185091,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-79,-59,-75,-49,-150,168,35,1
2020-02-21 15:34:59.900794,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-49,-59,123,72,1
2020-02-21 15:35:22.062008,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-75,-150,-33,-150,-150,137,25,1
2020-02-21 15:35:47.017498,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-73,-150,-33,-150,-150,134,20,1
2020-02-21 15:35:40.693052,f22367b254a2688815af5a9e6a04dc44557c088281339acee6858f7c488cc128,-71,-150,-150,-150,-150,61,38,1
2020-02-21 15:36:00.436601,67b4fcb9bf2e825018be373f4f904d7693a1247dcbf6eb83fd0fab3aa3477b48,-150,-150,-31,-150,-150,131,19,1
