time,MAC address,pi1,pi2,pi3,pi4,pi5,x,y,floor
2020-02-21 15:40:05.645233,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-150,-150,-65,-63,198,87,0
2020-02-21 15:40:10.063696,4b21094cbc2c81e00da2af98721b5c0804e1483c64a7b0cd26877afca69d2acf,-150,-71,-150,-150,-150,120,78,0
2020-02-21 15:40:19.769997,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-150,-150,-69,-150,198,90,0
2020-02-21 15:40:21.965674,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-79,-53,-63,-51,-150,137,58,0
2020-02-21 15:40:21.274364,37c581b43d3bc123aed8199ad74b55ac007c27bd74650d2f8feff611f6a55f7a,-150,-150,-57,-150,-150,157,73,0
2020-02-21 15:40:42.092857,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-75,-150,-65,-150,191,90,0
2020-02-21 15:40:58.480248,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-51,-150,-47,-150,128,73,0
2020-02-21 15:41:16.092798,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-63,-59,198,92,0
2020-02-21 15:41:33.907315,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-53,-150,-51,-150,162,59,0
2020-02-21 15:41:49.008915,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-69,-63,188,92,0
2020-02-21 15:41:53.672369,d38685a521f3b00b69fa1eddebd1daa89d15f8da3245d5fcb54472c469dc99e0,-150,-65,-67,-69,-49,160,70,0
2020-02-21 15:42:07.939425,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-61,-67,-65,-57,-63,195,89,0
2020-02-21 15:42:29.729053,1366ef6c4268247cfd31d97726b74a9a58c8a5c1f0f393cefba0e18c0ecf2bc7,-150,-79,-150,-150,-150,121,91,0
2020-02-21 15:42:27.048905,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-65,-150,-63,-150,196,91,0
2020-02-21 15:42:40.374761,b1f5c0bf683f8106b4c61b70f3fb20f7619e2ee74423204348f81b0872e942ea,-150,-150,-150,-67,-150,179,43,0
2020-02-21 15:42:57.534473,b9bc86f3c3b5fcc99d0c9b6a36cd476e1984f48d1a28a245c967f21352777d21,-61,-65,-47,-53,-59,200,94,0
2020-02-21 15:43:08.472859,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-150,-150,-150,-69,-47,147,69,0
2020-02-21 15:43:12.084005,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-51,-59,-150,-150,171,70,0
2020-02-21 15:43:27.795215,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-150,-57,192,92,0
2020-02-21 15:43:44.033612,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-71,-75,-65,-61,-57,170,74,0
2020-02-21 15:43:51.026694,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-75,-150,-61,-150,195,91,0
2020-02-21 15:44:23.821838,528085eea6e23663037ddd581170df51ead1f95af4b687708f1db17b4b31d7e7,-150,-150,-57,-150,-150,130,76,0
2020-02-21 15:44:28.219756,06c3b178d1d4df5b93560bcfd98146c5af878a30761305f4093b4982a3d5b606,-150,-63,-150,-59,-45,143,93,0
2020-02-21 15:44:29.013284,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-63,-63,191,85,0
2020-02-21 15:44:32.554805,b1f5c0bf683f8106b4c61b70f3fb20f7619e2ee74423204348f81b0872e942ea,-150,-150,-150,-67,-49,207,45,0
2020-02-21 15:44:56.300781,b1f5c0bf683f8106b4c61b70f3fb20f7619e2ee74423204348f81b0872e942ea,-150,-150,-150,-150,-57,160,75,0
2020-02-21 15:45:09.768033,b1f5c0bf683f8106b4c61b70f3fb20f7619e2ee74423204348f81b0872e942ea,-150,-150,-150,-150,-51,183,98,0
2020-02-21 15:45:03.267537,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-73,-150,-63,-59,-45,189,94,0
2020-02-21 15:45:10.243033,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-150,-55,-150,-51,-150,177,95,0
2020-02-21 15:45:11.982802,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-150,-75,-65,-150,189,91,0
2020-02-21 15:45:23.265791,0ac105019e1451a20825c817b7a52ed7abb0120b9bb5d19661eff7cd18952c43,-150,-63,-71,-65,-55,188,57,0
2020-02-21 15:45:35.165613,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-63,-73,-71,-65,-51,193,91,0
2020-02-21 15:45:51.989889,0dcda7a27c3b6b8f70f5338fc0a370d17d11583b6c87ddb5042bc25646f13a64,-150,-65,-67,-55,-150,210,61,0
2020-02-21 15:45:56.158961,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-59,-150,-150,-150,-150,195,92,0
2020-02-21 15:46:10.242039,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-150,-61,-55,-150,188,89,0
2020-02-21 15:46:36.962942,966d941c1a1f0fbf731ce2fbcf01d1af6ed7d1d2ec6fb3c444700cfbbf936efc,-73,-71,-55,-65,-41,131,86,0
2020-02-21 15:46:30.225569,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-73,-150,-61,-55,191,91,0
2020-02-21 15:46:42.839488,0ac105019e1451a20825c817b7a52ed7abb0120b9bb5d19661eff7cd18952c43,-150,-150,-150,-150,-51,231,108,0
2020-02-21 15:46:59.234222,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-150,-71,-150,-73,-49,136,49,0
2020-02-21 15:47:03.222111,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-71,-150,-63,-150,-150,188,96,0
2020-02-21 15:47:16.514655,1e1c6a01fc666629451057fb9b7cafa457d703f3edabfb85ab22e7f092a295f8,-150,-71,-150,-150,-150,110,84,0
2020-02-21 15:47:28.277939,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-150,-57,-150,-47,-150,172,74,0
2020-02-21 15:47:27.981340,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-71,-71,-63,-59,192,86,0
2020-02-21 15:47:20.065461,7751545308f0dbb725a7d00c084c6b1c154318a16f2f5086970e12b9163bc11c,-150,-150,-53,-150,-150,198,46,0
2020-02-21 15:47:27.182255,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-150,-150,-150,-59,-37,169,88,0
2020-02-21 15:47:42.325038,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-73,-77,-65,-63,-63,191,95,0
2020-02-21 15:47:58.131666,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-63,-150,193,93,0
2020-02-21 15:48:12.079218,4b21094cbc2c81e00da2af98721b5c0804e1483c64a7b0cd26877afca69d2acf,-150,-79,-150,-79,-63,126,106,0
2020-02-21 15:48:13.413172,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-79,-59,-75,-49,-150,168,97,0
2020-02-21 15:48:12.343461,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-75,-150,-61,-59,192,94,0
2020-02-21 15:48:14.620536,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-65,-69,-59,-57,-39,165,80,0
2020-02-21 15:48:21.671869,3fb0b9c5a0442cbadf0616f8742eb8fce75cc34c1d895776299ab4e5cb69ac9d,-150,-65,-150,-67,-150,163,51,0
2020-02-21 15:48:22.558691,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-73,-77,-63,-69,-41,166,43,0
2020-02-21 15:48:37.198443,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-73,-150,-61,-61,190,92,0
2020-02-21 15:48:30.441429,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-73,-71,-61,-59,-150,172,77,0
2020-02-21 15:48:57.073128,6f559ca8db12de9d6bbbe8cac026ef40640f78e18f9cd4c023991b4c7e09070b,-65,-150,-150,-150,-150,149,86,0
2020-02-21 15:48:51.227408,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-75,-63,-61,-150,190,92,0
2020-02-21 15:48:59.928502,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-150,-150,-150,-150,-39,159,71,0
2020-02-21 15:49:02.165647,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-71,-61,-57,-59,-150,180,63,0
2020-02-21 15:49:12.535607,4b21094cbc2c81e00da2af98721b5c0804e1483c64a7b0cd26877afca69d2acf,-150,-75,-150,-77,-65,129,95,0
2020-02-21 15:49:17.207492,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-71,-150,-63,-59,192,92,0
2020-02-21 15:49:17.952078,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-75,-67,-59,-57,-37,144,82,0
2020-02-21 15:49:26.316366,6f559ca8db12de9d6bbbe8cac026ef40640f78e18f9cd4c023991b4c7e09070b,-150,-150,-150,-150,-43,222,102,0
2020-02-21 15:49:36.231892,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-63,-150,-71,-63,-59,191,90,0
2020-02-21 15:49:41.989301,8a5fa48c317c7d0afcb8e1b7dc5a7d703e2672532e5140d5b59ff508ef108852,-53,-150,-150,-150,-150,180,73,0
2020-02-21 15:49:51.160310,9467803bd6939ea6ee0e1ad98d2db52b8e1467a40d80a9b22ab643f00835730a,-59,-150,-150,-150,-150,108,80,0
2020-02-21 15:49:50.583003,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-150,-150,-59,-150,-150,163,83,0
2020-02-21 15:50:00.165644,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-61,-150,-150,-61,-150,193,89,0
2020-02-21 15:50:05.277811,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-73,-67,-61,-57,-39,167,85,0
2020-02-21 15:50:17.058687,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-150,-150,-67,-150,-47,151,39,0
2020-02-21 15:50:26.267276,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-61,-150,-150,-150,-150,198,91,0
2020-02-21 15:50:21.081428,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-150,-69,-65,-55,-41,168,78,0
2020-02-21 15:50:38.398149,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-73,-65,-150,-57,-41,168,78,0
2020-02-21 15:50:42.136324,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-61,-73,-69,-63,-55,193,91,0
2020-02-21 15:50:59.522081,3fb0b9c5a0442cbadf0616f8742eb8fce75cc34c1d895776299ab4e5cb69ac9d,-150,-150,-65,-71,-43,130,50,0
2020-02-21 15:50:50.728234,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-150,-150,-150,-150,-53,148,63,0
2020-02-21 15:50:52.872215,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-75,-67,-55,-55,-39,160,75,0
2020-02-21 15:51:03.131561,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-71,-75,-67,-63,-57,192,92,0
2020-02-21 15:51:27.498678,1ea85a088f29f5fb633dba4dc080d19a93acc51462b3844d31c97c1b3b793359,-79,-71,-59,-63,-39,154,43,0
2020-02-21 15:51:24.370570,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-77,-150,-59,-57,-37,169,80,0
2020-02-21 15:51:44.177451,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-57,-73,-150,-61,-57,189,92,0
2020-02-21 15:51:56.000576,b8f0be78495634062b2179455031e7419428b11b86c258d62a3cda4d78c0f811,-69,-65,-61,-57,-41,168,84,0
2020-02-21 15:52:00.052045,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-75,-75,-150,-67,-150,149,61,0
2020-02-21 15:52:19.007201,c73eaccd7bb86a20f10abf3ffa2dae52b2d3aab22cdb479b8de993088ba2b5bc,-150,-150,-150,-150,-49,196,62,0
2020-02-21 15:52:10.187435,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-150,-150,-150,-53,195,85,0
2020-02-21 15:52:23.725750,4b0f3abff224b0715665b1239bdc2a74cd9130d826f524b4b5775cc9580df5b8,-71,-65,-57,-55,-39,141,70,0
2020-02-21 15:52:37.915492,90c6ae079bb1f4e535d43452192ff15b64bf9b0ab2136f555e5df0c1ba2cfaaa,-150,-150,-73,-150,-150,111,85,0
2020-02-21 15:52:33.164205,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-150,-150,-150,-55,189,90,0
2020-02-21 15:52:46.476654,1ea85a088f29f5fb633dba4dc080d19a93acc51462b3844d31c97c1b3b793359,-57,-150,-150,-150,-150,208,29,0
2020-02-21 15:52:49.758608,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-150,-150,-150,-150,-57,187,80,0
2020-02-21 15:52:50.795711,c4ec6fbdd6fb153b656ef29152bf5dd9702a1cb87233e3f4449279d9ca811c71,-47,-150,-150,-150,-150,200,37,0
2020-02-21 15:53:44.187318,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-150,-150,-63,-63,186,86,0
2020-02-21 15:53:55.921624,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-150,-150,-150,-150,-47,174,80,0
2020-02-21 15:54:05.165535,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-73,-150,-150,-150,-63,186,87,0
2020-02-21 15:54:00.378553,2e69f8af9743f64ce11f5e0828225993c5ac0d6e1f9e1b3028788073dcdf57e6,-150,-67,-71,-150,-150,117,44,0
2020-02-21 15:54:12.453747,d9d62351f73a34e161668a0bdd97b1ff601426b572ea7ca6e4e0ea3aa5531015,-77,-150,-63,-150,-41,217,70,0
2020-02-21 15:54:29.086424,4d7384646ecef3f551a2fdd8540379a9538cac8f8172f243c0d46e5c67f0231e,-150,-150,-150,-150,-61,176,77,0
2020-02-21 15:54:26.433815,45e3c94cb6cf6f042d2bae450f04891b767e92d3e704cc7785cef4afd5155f73,-150,-75,-65,-73,-45,151,64,0
2020-02-21 15:54:22.312486,3fb0b9c5a0442cbadf0616f8742eb8fce75cc34c1d895776299ab4e5cb69ac9d,-69,-61,-57,-150,-47,118,82,0
2020-02-21 15:54:29.202047,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-63,-73,-150,-150,-150,189,84,0
2020-02-21 15:54:20.447251,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-73,-51,-79,-49,-150,184,119,0
2020-02-21 15:54:49.502499,8f3e6f53b96d36d7a16900f13a4eb5faa6877fe4cdd1dbf22304bb93e499f325,-150,-150,-150,-150,-31,171,69,0
2020-02-21 15:54:41.721916,c4ec6fbdd6fb153b656ef29152bf5dd9702a1cb87233e3f4449279d9ca811c71,-69,-150,-150,-150,-150,128,90,0
2020-02-21 15:54:40.036780,cf898d6c5d895b66385d098c167c30575a7a975a07cf199eb017712a9a88ac1d,-150,-41,-150,-61,-150,143,70,0
2020-02-21 15:54:43.187924,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-71,-77,-150,-150,-150,185,84,0
2020-02-21 15:54:51.749838,8f3e6f53b96d36d7a16900f13a4eb5faa6877fe4cdd1dbf22304bb93e499f325,-71,-67,-61,-59,-31,176,70,0
2020-02-21 15:55:02.014243,d9d62351f73a34e161668a0bdd97b1ff601426b572ea7ca6e4e0ea3aa5531015,-65,-150,-150,-150,-150,218,69,0
2020-02-21 15:55:13.347447,3fb0b9c5a0442cbadf0616f8742eb8fce75cc34c1d895776299ab4e5cb69ac9d,-150,-150,-150,-65,-150,128,52,0
2020-02-21 15:55:26.043356,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-73,-150,-61,-55,191,89,0
2020-02-21 15:55:38.661987,3fb0b9c5a0442cbadf0616f8742eb8fce75cc34c1d895776299ab4e5cb69ac9d,-150,-150,-65,-150,-150,127,52,0
2020-02-21 15:55:49.165553,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-59,-53,188,91,0
2020-02-21 15:55:51.723041,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-73,-150,-69,-65,-57,198,91,0
2020-02-21 15:56:05.959019,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-71,-150,-63,-150,192,90,0
2020-02-21 15:56:22.934799,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-75,-150,-150,-67,-49,184,66,0
2020-02-21 15:56:35.035550,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-75,-59,-77,-150,-150,194,117,0
2020-02-21 15:56:48.691900,bd2db0c246d6580ccdabf6039ad0adb4c7272e662820b053717890a92d3a7ae0,-63,-79,-150,-73,-63,210,98,0
2020-02-21 15:56:40.517740,0f8e1ba6c080230911f2d381a47029e91411c6da3a033c10aecd82a458d57e40,-77,-59,-75,-53,-150,197,68,0
2020-02-21 15:56:53.358268,bbf0d6f245349219b8eff40b3911286366010b4931b97d7b5b53ab3a35747d7b,-65,-150,-150,-150,-150,136,84,0
2020-02-21 15:56:51.156108,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-71,-73,-150,-67,-150,190,97,0
2020-02-21 15:57:07.923678,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-150,-53,189,90,0
2020-02-21 15:57:17.452485,1366ef6c4268247cfd31d97726b74a9a58c8a5c1f0f393cefba0e18c0ecf2bc7,-150,-75,-150,-150,-150,97,76,0
2020-02-21 15:57:24.415351,0ddffc81a855f88b2709fcf16806d2a93668ff26078204787128753373af5522,-150,-150,-150,-150,-53,181,82,0
2020-02-21 15:57:24.004698,4b0f3abff224b0715665b1239bdc2a74cd9130d826f524b4b5775cc9580df5b8,-150,-69,-57,-63,-43,167,78,0
2020-02-21 15:57:29.164082,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-150,-150,-65,-53,189,90,0
2020-02-21 15:57:40.204872,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-75,-150,-63,-61,202,96,0
2020-02-21 15:58:07.964431,c5e9a88cf45ae1c76fecdbe1535749e0d670a417d449a0cc64099ddd0d1a003e,-150,-150,-150,-150,-45,139,37,0
2020-02-21 15:58:28.490316,f43ce08a914bd53315f74dc6f54b7ba7471362f4768797eb211772d0d7befe36,-150,-150,-150,-150,-43,133,77,0
2020-02-21 15:58:20.463904,f0d427eb35dff99221f8476f01ce84a16949e7a1240696d1b97cab4ca9a9e86c,-150,-150,-77,-150,-150,145,92,0
2020-02-21 15:58:26.258423,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-79,-150,-61,-65,199,88,0
2020-02-21 15:58:39.790088,125eaffa108f93a917bb0a4eee36db77f0f53fba42b67532ad476989bc1168ef,-59,-61,-150,-53,-61,220,79,0
2020-02-21 15:58:40.184022,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-73,-61,-67,-150,199,90,0
2020-02-21 15:58:51.162902,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-150,-150,-150,-150,194,95,0
2020-02-21 15:59:11.524111,4b21094cbc2c81e00da2af98721b5c0804e1483c64a7b0cd26877afca69d2acf,-150,-150,-150,-81,-150,119,103,0
2020-02-21 15:59:12.170061,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-63,-150,-150,-150,-57,184,90,0
2020-02-21 15:59:36.178335,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-55,-75,-73,-65,-61,192,95,0
2020-02-21 15:59:59.787251,20b30bb8a74149a48ebe515304a9f01d419b2ea98f910c56b687e3dbf5e66946,-150,-71,-150,-150,-150,130,70,0
2020-02-21 15:59:50.269356,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-73,-150,-65,-150,188,92,0
2020-02-21 16:00:07.117221,a01db3a644c97e4e0713433a923a094f40e9d515531fe661d3d47576498e453a,-63,-150,-150,-150,-150,213,72,0
2020-02-21 16:00:00.691207,4b41dbcbfdc18c7ff92b41fe6ae9c3033348e1d1fb9f2e37e00cabd3f2b9a75e,-150,-150,-150,-55,-150,215,97,0
2020-02-21 16:00:14.206347,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-75,-150,-150,-65,180,95,0
2020-02-21 16:00:31.080945,e54b54cd5f90be8339dae35c0db365549a655774ca27ce7da2be6f8fda31fa6f,-63,-53,-43,-53,-150,203,72,0
2020-02-21 16:00:33.206302,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-75,-73,-67,-65,188,90,0
2020-02-21 16:00:47.204492,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-75,-71,-63,-59,194,91,0
2020-02-21 16:01:18.527503,c855d14b928a4f69da748720d8d69bcafd83c35ec190649f6601300202605948,-150,-150,-150,-150,-63,120,100,0
2020-02-21 16:01:11.066231,a563109dc90bcf461c3f8bad21a673790a99d987403fe2b5cf6a73faf55b6821,-150,-75,-150,-150,-150,125,106,0
2020-02-21 16:01:10.420167,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-75,-75,-61,-65,191,93,0
2020-02-21 16:01:44.211798,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-73,-150,-63,-61,193,92,0
2020-02-21 16:02:11.464655,4b21094cbc2c81e00da2af98721b5c0804e1483c64a7b0cd26877afca69d2acf,-150,-150,-150,-79,-150,123,106,0
2020-02-21 16:02:24.330638,4b0f3abff224b0715665b1239bdc2a74cd9130d826f524b4b5775cc9580df5b8,-71,-150,-55,-53,-41,160,74,0
2020-02-21 16:02:24.215778,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-71,-71,-150,-59,208,95,0
2020-02-21 16:02:37.652390,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-150,-150,-150,-59,192,93,0
2020-02-21 16:03:02.232178,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-150,-150,-63,-150,194,92,0
2020-02-21 16:03:18.790662,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-150,-61,195,93,0
2020-02-21 16:03:28.369292,3130db8293f68b41419d8cb60b7d2b0964b725acdd2272b6bfbb2be25e021974,-150,-73,-59,-65,-47,157,75,0
2020-02-21 16:03:34.647974,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-65,-150,-150,-63,-59,191,92,0
2020-02-21 16:03:58.236323,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-77,-69,-63,-59,193,94,0
2020-02-21 16:04:08.928541,cf898d6c5d895b66385d098c167c30575a7a975a07cf199eb017712a9a88ac1d,-150,-150,-150,-150,-65,219,51,0
2020-02-21 16:04:12.219123,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-69,-71,-150,-67,-57,197,92,0
2020-02-21 16:04:59.464460,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-59,-81,-150,-67,-59,199,93,0
2020-02-21 16:05:09.689861,3130db8293f68b41419d8cb60b7d2b0964b725acdd2272b6bfbb2be25e021974,-150,-73,-150,-65,-49,197,54,0
2020-02-21 16:05:18.568661,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-150,-75,-59,-69,-45,173,76,0
2020-02-21 16:05:15.731661,f43ce08a914bd53315f74dc6f54b7ba7471362f4768797eb211772d0d7befe36,-150,-71,-61,-150,-150,122,52,0
2020-02-21 16:05:22.861162,7e1bae79a46a71b6c16dabce501c5f01acecc6e35a25f1836ec55de513d9f476,-150,-71,-150,-150,-150,109,65,0
2020-02-21 16:05:21.170265,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-55,-75,-150,-63,-150,194,92,0
2020-02-21 16:05:36.448698,f55428f642044dfcb905dd71c183cb56d06c354ff1d10f72a9fa18528f0c3895,-150,-150,-63,-150,-65,188,53,0
2020-02-21 16:05:44.394313,f55428f642044dfcb905dd71c183cb56d06c354ff1d10f72a9fa18528f0c3895,-150,-150,-150,-150,-53,188,53,0
2020-02-21 16:05:43.075275,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-57,-77,-67,-63,-59,197,93,0
2020-02-21 16:05:59.701143,323a49b849307e1a3a46782fddd15b30c4f0ffbb3f8d9946be4b5a867603e3e2,-150,-150,-69,-150,-49,167,53,0
2020-02-21 16:06:03.234675,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-150,-150,-150,-150,193,91,0
2020-02-21 16:06:14.456536,4b21094cbc2c81e00da2af98721b5c0804e1483c64a7b0cd26877afca69d2acf,-150,-77,-150,-150,-150,186,73,0
2020-02-21 16:06:24.236544,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-67,-150,-69,-150,-57,193,92,0
2020-02-21 16:06:48.981254,d2127d1195657d01c38bb57cc8483b443c5f861b306500e2a5f7a563a58b1dff,-150,-150,-150,-150,-63,113,53,0
2020-02-21 16:06:48.959308,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-150,-150,-150,-150,-63,197,90,0
2020-02-21 16:06:58.609305,0ddffc81a855f88b2709fcf16806d2a93668ff26078204787128753373af5522,-51,-150,-150,-150,-150,168,91,0
2020-02-21 16:07:05.205228,d0c113130002f3d69d71890293a51ee536f24e1283edc72a3fba39f117b8776b,-63,-150,-150,-61,-55,198,85,0
2020-02-21 16:07:11.983478,4b21094cbc2c81e00da2af98721b5c0804e1483c64a7b0cd26877afca69d2acf,-150,-79,-150,-150,-150,128,104,0
2020-02-21 16:07:16.153428,f55428f642044dfcb905dd71c183cb56d06c354ff1d10f72a9fa18528f0c3895,-150,-150,-150,-150,-45,156,47,0
2020-02-21 16:07:57.946000,4b0f3abff224b0715665b1239bdc2a74cd9130d826f524b4b5775cc9580df5b8,-75,-150,-57,-150,-35,208,83,0
