2019-09-18T15:55:48.101817	0e:97:1a:e2:72:24	-65
2019-09-18T15:55:48.119426	0e:97:1a:e2:72:24	-63
2019-09-18T15:55:49.859228	a6:76:d2:39:5a:97	-73
2019-09-18T15:55:54.386384	aa:ea:3d:a0:cd:ac	-61
2019-09-18T15:55:59.161613	de:0d:90:53:4e:2c	-79
2019-09-18T15:56:01.904283	62:d9:70:e3:26:dc	-61
2019-09-18T15:56:01.918976	62:d9:70:e3:26:dc	-57
2019-09-18T15:56:03.029892	1a:35:f6:ad:1c:47	-69
2019-09-18T15:56:05.407210	5e:ff:56:a3:dd:e8	-65
2019-09-18T15:56:05.426534	5e:ff:56:a3:dd:e8	-65
2019-09-18T15:56:07.398063	86:b4:5a:21:7c:c0	-79
2019-09-18T15:56:07.410328	86:b4:5a:21:7c:c0	-75
2019-09-18T15:56:07.744745	da:8a:1c:67:1d:ec	-73
2019-09-18T15:56:07.754263	da:8a:1c:67:1d:ec	-75
2019-09-18T15:56:09.257019	3a:fa:63:d7:89:ca	-65
2019-09-18T15:56:12.355550	3a:fa:63:d7:89:ca	-65
2019-09-18T15:56:12.557699	ba:78:7d:f2:7e:18	-63
2019-09-18T15:56:12.566900	ba:78:7d:f2:7e:18	-61
2019-09-18T15:56:12.736111	9a:6a:54:fb:29:d5	-73
2019-09-18T15:56:12.745315	9a:6a:54:fb:29:d5	-79
2019-09-18T15:56:14.524715	da:a1:19:87:db:3c	-79
2019-09-18T15:56:15.378616	96:da:15:ba:7e:db	-69
2019-09-18T15:56:16.361762	66:18:a8:d1:24:37	-67
2019-09-18T15:56:17.937253	56:32:51:c2:b6:8f	-65
2019-09-18T15:56:18.557155	3a:f4:01:eb:ad:b1	-67
2019-09-18T15:56:19.624629	fa:a4:db:dd:06:bf	-69
2019-09-18T15:56:19.642246	fa:a4:db:dd:06:bf	-69
2019-09-18T15:56:20.901599	02:87:58:88:9b:4c	-75
2019-09-18T15:56:20.912324	ae:5c:fc:22:32:a0	-55
2019-09-18T15:56:20.931073	ae:5c:fc:22:32:a0	-67
2019-09-18T15:56:22.625182	6a:a8:14:73:19:23	-75
2019-09-18T15:56:26.662641	c6:20:b8:ca:60:e3	-59
2019-09-18T15:56:26.673032	b2:9b:c2:4a:0c:f8	-63
2019-09-18T15:56:27.200245	be:fd:00:9f:9e:61	-65
2019-09-18T15:56:27.360894	2e:61:b8:1e:90:f5	-73
2019-09-18T15:56:28.122422	7e:31:54:31:91:d5	-63
2019-09-18T15:56:28.131686	7e:31:54:31:91:d5	-63
2019-09-18T15:56:30.308947	fe:1e:3a:0f:64:50	-45
2019-09-18T15:56:30.325219	fe:1e:3a:0f:64:50	-47
2019-09-18T15:56:31.347500	36:6a:55:bb:88:d9	-59
2019-09-18T15:56:31.358800	36:6a:55:bb:88:d9	-59
2019-09-18T15:56:31.559137	ea:a5:59:4a:52:46	-73
2019-09-18T15:56:31.823968	76:e4:2b:d5:70:3d	-79
2019-09-18T15:56:34.927684	fa:be:4d:e7:e8:51	-77
2019-09-18T15:56:35.319013	c2:33:b0:8e:63:4d	-59
2019-09-18T15:56:35.331594	c2:33:b0:8e:63:4d	-59
2019-09-18T15:56:36.139418	e6:3c:3b:ee:77:b9	-75
2019-09-18T15:56:36.152969	e6:3c:3b:ee:77:b9	-81
2019-09-18T15:56:37.056480	76:e5:27:61:cb:99	-67
2019-09-18T15:56:37.067510	76:e5:27:61:cb:99	-65
2019-09-18T15:56:37.615764	12:4e:59:96:56:98	-45
2019-09-18T15:56:37.767968	26:16:d7:3f:ad:e5	-73
2019-09-18T15:56:37.779391	26:16:d7:3f:ad:e5	-69
2019-09-18T15:56:38.637128	be:40:01:fe:16:23	-47
2019-09-18T15:56:38.651273	be:40:01:fe:16:23	-47
2019-09-18T15:56:39.431933	ba:3f:aa:47:c6:76	-75
2019-09-18T15:56:39.442867	ba:3f:aa:47:c6:76	-71
2019-09-18T15:56:40.359764	4a:bc:73:0b:21:ca	-59
2019-09-18T15:56:41.267332	26:16:d7:3f:ad:e5	-67
2019-09-18T15:56:41.291962	26:16:d7:3f:ad:e5	-71
2019-09-18T15:56:41.579812	86:4a:4b:3c:92:37	-75
2019-09-18T15:56:41.589646	86:4a:4b:3c:92:37	-77
2019-09-18T15:56:45.165244	96:33:97:b9:8f:61	-65
2019-09-18T15:56:45.175025	96:33:97:b9:8f:61	-75
2019-09-18T15:56:46.726052	a2:27:a1:23:f4:38	-73
2019-09-18T15:56:49.934618	3a:fa:da:03:cc:d1	-67
2019-09-18T15:56:49.945707	3a:fa:da:03:cc:d1	-65
2019-09-18T15:56:50.973641	62:7e:ae:3a:ff:dc	-61
2019-09-18T15:56:50.997377	62:7e:ae:3a:ff:dc	-61
2019-09-18T15:56:51.373410	46:58:43:59:ef:cc	-69
2019-09-18T15:56:51.384320	46:58:43:59:ef:cc	-73
2019-09-18T15:56:51.996449	be:c7:13:de:64:f9	-77
2019-09-18T15:56:52.007241	be:c7:13:de:64:f9	-75
2019-09-18T15:56:56.076066	76:7f:8e:43:f7:83	-59
2019-09-18T15:56:56.087807	76:7f:8e:43:f7:83	-59
2019-09-18T15:56:57.197310	66:6d:fd:d9:26:c4	-69
2019-09-18T15:56:57.567504	72:05:9f:0b:af:00	-59
2019-09-18T15:57:00.032002	a2:98:fb:81:69:b1	-63
2019-09-18T15:57:00.754382	c2:26:41:ce:70:1e	-73
2019-09-18T15:57:02.772516	16:32:26:b6:32:df	-73
2019-09-18T15:57:02.783460	16:32:26:b6:32:df	-73
2019-09-18T15:57:03.999424	36:89:02:6f:a9:30	-75
2019-09-18T15:57:05.096278	96:71:7f:a3:40:1f	-67
2019-09-18T15:57:07.920740	56:67:a3:ba:fa:ac	-71
2019-09-18T15:57:07.937488	56:67:a3:ba:fa:ac	-63
2019-09-18T15:57:08.024020	6a:a8:14:73:19:23	-73
2019-09-18T15:57:12.073660	32:24:ae:37:88:4b	-75
2019-09-18T15:57:12.375348	e2:b8:c4:4e:a0:5a	-69
2019-09-18T15:57:12.921005	ee:14:63:ba:e0:70	-75
2019-09-18T15:57:14.919603	b6:2b:55:94:eb:10	-73
2019-09-18T15:57:15.292846	46:29:42:72:95:c7	-57
2019-09-18T15:57:15.307809	46:29:42:72:95:c7	-57
2019-09-18T15:57:16.103909	36:06:2d:8f:02:03	-57
2019-09-18T15:57:16.115875	36:06:2d:8f:02:03	-57
2019-09-18T15:57:17.577257	56:88:fb:2d:de:45	-65
2019-09-18T15:57:20.260440	7e:f2:49:fd:9f:57	-57
2019-09-18T15:57:20.277392	7e:f2:49:fd:9f:57	-51
2019-09-18T15:57:21.441895	a6:5d:6f:7f:01:0d	-57
2019-09-18T15:57:25.292518	36:57:9f:9d:3f:6c	-69
2019-09-18T15:57:39.262324	02:93:df:0c:d0:d0	-63
2019-09-18T15:57:40.994277	e2:df:0a:ed:93:31	-55
2019-09-18T15:57:41.003930	e2:df:0a:ed:93:31	-55
2019-09-18T15:57:43.585413	be:40:01:fe:16:23	-47
2019-09-18T15:57:43.600150	be:40:01:fe:16:23	-45
2019-09-18T15:57:44.229527	9a:5f:d9:71:2b:55	-39
2019-09-18T15:57:44.240587	9a:5f:d9:71:2b:55	-39
2019-09-18T15:57:44.718267	82:9c:92:eb:d8:87	-55
2019-09-18T15:57:45.232019	8a:bb:26:a6:c7:9d	-69
2019-09-18T15:57:48.176028	f6:99:6f:b4:5d:58	-61
2019-09-18T15:57:50.857226	02:93:df:0c:d0:d0	-51
2019-09-18T15:57:51.879189	4a:9e:2d:d9:d3:0c	-71
2019-09-18T15:57:51.982353	a6:1d:e7:f2:f7:66	-49
2019-09-18T15:57:51.998761	a6:1d:e7:f2:f7:66	-47
2019-09-18T15:57:53.442652	02:65:70:cd:3e:89	-77
2019-09-18T15:57:54.591475	ca:84:43:4e:cd:bd	-67
2019-09-18T15:57:54.625664	ca:84:43:4e:cd:bd	-69
2019-09-18T15:57:59.666396	9e:0b:92:50:dd:74	-69
2019-09-18T15:58:03.519735	12:11:50:1b:84:88	-65
2019-09-18T15:58:03.528805	12:11:50:1b:84:88	-63
2019-09-18T15:58:03.545273	12:11:50:1b:84:88	-67
2019-09-18T15:58:03.552738	12:11:50:1b:84:88	-67
2019-09-18T15:58:03.560277	12:11:50:1b:84:88	-67
2019-09-18T15:58:03.567854	12:11:50:1b:84:88	-65
2019-09-18T15:58:03.575373	12:11:50:1b:84:88	-67
2019-09-18T15:58:03.582807	12:11:50:1b:84:88	-65
2019-09-18T15:58:03.590341	12:11:50:1b:84:88	-65
2019-09-18T15:58:03.597827	12:11:50:1b:84:88	-65
2019-09-18T15:58:03.605326	12:11:50:1b:84:88	-67
2019-09-18T15:58:03.612778	12:11:50:1b:84:88	-65
2019-09-18T15:58:04.273909	b2:73:46:6f:b8:b7	-51
2019-09-18T15:58:21.447835	b6:03:10:ce:0e:9e	-63
2019-09-18T15:58:24.417186	72:5a:90:0c:54:30	-59
2019-09-18T15:58:25.210200	7e:7d:ad:b4:ec:1b	-59
2019-09-18T15:58:29.216258	4e:66:03:e7:4c:45	-57
2019-09-18T15:58:30.722260	d2:6a:ce:71:73:37	-67
2019-09-18T15:58:31.713242	d2:c8:fd:c5:d6:e7	-73
2019-09-18T15:58:31.724146	d2:c8:fd:c5:d6:e7	-71
2019-09-18T15:58:35.992271	82:a6:50:4b:f2:fa	-65
2019-09-18T15:58:36.002307	f6:68:13:60:04:40	-63
2019-09-18T15:58:36.866832	4a:9e:2d:d9:d3:0c	-75
2019-09-18T15:58:37.315220	ea:ba:79:b6:d6:90	-69
2019-09-18T15:58:37.329107	ea:ba:79:b6:d6:90	-67
2019-09-18T15:58:38.555280	fe:4c:44:e5:77:9b	-69
2019-09-18T15:58:39.888524	4a:8c:84:62:96:e6	-69
2019-09-18T15:58:40.953292	62:68:f8:3e:26:cd	-73
2019-09-18T15:58:40.973256	62:68:f8:3e:26:cd	-71
2019-09-18T15:58:42.450206	02:4a:a0:0a:89:ee	-69
2019-09-18T15:58:42.498244	02:4a:a0:0a:89:ee	-65
2019-09-18T15:58:44.310145	c2:6e:52:bf:fd:77	-71
2019-09-18T15:58:45.318452	d2:1b:52:54:73:f8	-65
2019-09-18T15:58:45.338097	d2:1b:52:54:73:f8	-71
2019-09-18T15:58:45.829452	ee:b5:ce:4a:ca:ff	-65
2019-09-18T15:58:48.362688	a6:1a:da:6c:90:e6	-63
2019-09-18T15:58:48.585052	be:40:01:fe:16:23	-45
2019-09-18T15:58:51.463775	1e:67:5a:e9:a9:68	-61
2019-09-18T15:58:51.538192	1e:67:5a:e9:a9:68	-69
2019-09-18T15:58:52.658049	fe:7b:29:59:ad:7d	-69
2019-09-18T15:58:52.704073	0a:6d:4c:d1:8c:3d	-73
2019-09-18T15:58:58.903043	0e:3a:ec:35:4f:e7	-45
2019-09-18T15:58:59.024178	b2:aa:88:58:53:5b	-67
2019-09-18T15:58:59.496693	3e:17:ea:2c:17:66	-65
2019-09-18T15:58:59.634331	56:db:84:60:a4:7c	-39
2019-09-18T15:58:59.645029	56:db:84:60:a4:7c	-39
2019-09-18T15:59:02.715426	86:85:63:55:8c:55	-67
2019-09-18T15:59:02.725829	86:85:63:55:8c:55	-73
2019-09-18T15:59:03.263933	62:7e:ae:3a:ff:dc	-61
2019-09-18T15:59:03.276794	62:7e:ae:3a:ff:dc	-61
2019-09-18T15:59:04.257744	e6:8f:f4:fc:8d:ec	-67
2019-09-18T15:59:04.270708	e6:8f:f4:fc:8d:ec	-69
2019-09-18T15:59:06.838571	ba:82:81:e9:fb:f0	-69
2019-09-18T15:59:06.850080	ba:82:81:e9:fb:f0	-69
2019-09-18T15:59:09.316256	e6:d4:ab:a8:4f:a2	-67
2019-09-18T15:59:09.328572	e6:d4:ab:a8:4f:a2	-65
2019-09-18T15:59:13.015973	ca:b3:d0:2a:50:19	-69
2019-09-18T15:59:13.027715	ca:b3:d0:2a:50:19	-63
2019-09-18T15:59:13.196351	f2:b4:61:a8:02:89	-79
2019-09-18T15:59:17.756638	d2:19:8b:f4:32:5c	-55
2019-09-18T15:59:20.711748	ea:9d:0e:fd:33:e5	-57
2019-09-18T15:59:20.726409	ea:9d:0e:fd:33:e5	-49
2019-09-18T15:59:20.999645	86:df:8a:7b:5e:03	-65
2019-09-18T15:59:21.522059	9a:2d:64:0e:bb:26	-57
2019-09-18T15:59:21.953179	4a:9e:2d:d9:d3:0c	-69
2019-09-18T15:59:21.970053	4a:9e:2d:d9:d3:0c	-69
2019-09-18T15:59:23.547372	56:88:fb:2d:de:45	-61
2019-09-18T15:59:24.116372	76:05:9f:4b:37:48	-71
2019-09-18T15:59:25.578360	ae:06:ee:95:68:1a	-53
2019-09-18T15:59:25.592150	ae:06:ee:95:68:1a	-51
2019-09-18T15:59:25.937043	82:9e:c6:5f:41:98	-65
2019-09-18T15:59:33.445294	d6:b6:2b:10:12:e3	-49
2019-09-18T15:59:33.456546	d6:b6:2b:10:12:e3	-49
2019-09-18T15:59:35.748370	02:ab:79:5e:43:eb	-63
2019-09-18T15:59:37.084523	5a:3d:e3:91:77:57	-67
2019-09-18T15:59:37.413129	a2:69:51:c5:64:0d	-47
2019-09-18T15:59:37.437470	a2:69:51:c5:64:0d	-45
2019-09-18T15:59:41.904464	66:bd:34:e8:07:f1	-63
